G_GAN,G_L1,D_loss,G_GAN_ma,G_L1_ma,D_loss_ma
3.477,2196.478,-5.692,3.346154568,1495.124689,-7.09349887
1.923,527.399,-8.531,3.274996839,1446.738405,-7.165373926
2.185,1948.365,-4.874,3.220496997,1471.819735,-7.05080523
2.851,1950.29,-6.503,3.202022147,1495.743248,-7.023414968
2.97,565.444,-5.686,3.19042104,1449.228285,-6.95654422
2.783,581.691,-5.941,3.170049988,1405.851421,-6.905767009
3.22,2086.39,-6.104,3.172547489,1439.87835,-6.865678658
4.09,2125.521,-10.872,3.218420114,1474.160483,-7.065994726
3.207,2078.542,-6.946,3.217849109,1504.379559,-7.059994989
3.498,514.422,-5.409,3.231856653,1454.881681,-6.97744524
3.791,663.26,-5.358,3.25981382,1415.300597,-6.896472978
2.943,478.483,-5.538,3.243973129,1368.459717,-6.828549329
3.586,2291.956,-7.554,3.261074473,1414.634531,-6.864821862
3.84,487.753,-4.915,3.290020749,1368.290454,-6.767330769
4.21,2173.512,-6.438,3.336019712,1408.551532,-6.750864231
2.792,465.224,-5.287,3.308818726,1361.385155,-6.677671019
3.441,2258.115,-11.926,3.31542779,1406.221647,-6.940087468
3.628,2029.175,-5.825,3.3310564,1437.369315,-6.884333095
3.003,1958.905,-6.07,3.31465358,1463.446099,-6.84361644
3.551,1955.571,-12.239,3.326470901,1488.052344,-7.113385618
4.274,518.781,-6.755,3.373847356,1439.588777,-7.095466337
4.45,2194.991,-10.837,3.427654989,1477.358888,-7.28254302
3.342,2084.086,-7.542,3.423372239,1507.695244,-7.295515869
1.183,486.976,-3.044,3.311353627,1456.659282,-7.082940076
3.963,1816.151,-11.488,3.343935946,1474.633867,-7.303193072
3.131,1994.134,-5.613,3.333289148,1500.608874,-7.218683419
3.092,839.005,-8.004,3.321224691,1467.52868,-7.257949248
2.365,536.536,-5.418,3.273413457,1420.979046,-7.165951785
3.589,1860.407,-11.872,3.289192784,1442.950444,-7.401254196
3.207,569.867,-6.619,3.285083144,1399.296272,-7.362141486
3.462,435.876,-5.685,3.293928987,1351.125258,-7.278284412
3.312,622.296,-6.103,3.294832538,1314.683795,-7.219520191
2.465,823.137,-6.144,3.253340911,1290.106456,-7.165744182
3.955,2242.758,-6.924,3.288423865,1337.739033,-7.153656973
3.125,2131.715,-5.773,3.280252672,1377.437831,-7.084624124
4.321,494.225,-7.233,3.332290039,1333.27719,-7.092042918
2.168,1952.706,-5.259,3.274075537,1364.24863,-7.000390772
2.629,502.066,-6.141,3.24182176,1321.139499,-6.957421233
2.375,2117.329,-5.373,3.198480672,1360.948974,-6.878200172
3.75,2409.251,-8.555,3.226056638,1413.364075,-6.962040163
2.649,2002.615,-6.384,3.197203806,1442.826621,-6.933138155
3.904,458.146,-4.806,3.232543616,1393.59259,-6.826781247
2.659,632.212,-5.353,3.203866435,1355.523561,-6.753092185
4.308,2247.418,-6.733,3.259073113,1400.118283,-6.752087576
4.096,543.922,-7.248,3.300919458,1357.308469,-6.776883197
2.064,2034.441,-5.304,3.239073485,1391.165095,-6.703239037
3.295,2205.824,-6.539,3.241869811,1431.89804,-6.695027085
3.275,510.784,-5.223,3.24352632,1385.842338,-6.621425731
3.127,471.715,-6.832,3.237700004,1340.135971,-6.631954444
1.607,626.212,-4.491,3.156165004,1304.439773,-6.524906722
3.048,1961.823,-5.874,3.150756754,1337.308934,-6.492361386
2.712,590.659,-5.093,3.128818916,1299.976437,-6.422393317
3.364,413.665,-5.767,3.14057797,1255.660866,-6.389623651
3.308,2050.958,-5.673,3.148949072,1295.425722,-6.353792468
3.92,387.058,-5.7,3.187501618,1250.007336,-6.321102845
3.804,1902.086,-6.318,3.218326537,1282.611269,-6.320947703
2.399,2196.058,-5.856,3.17736021,1328.283606,-6.297700318
4.11,2242.419,-10.189,3.2239922,1373.990376,-6.492265302
1.856,474.119,-4.112,3.15559259,1328.996807,-6.373252037
3.632,475.7,-5.755,3.17941296,1286.331967,-6.342339435
0.199,1992.335,-6.706,3.030392312,1321.632118,-6.360522463
2.606,523.275,-5.35,3.009172697,1281.714262,-6.30999634
3.116,524.768,-6.967,3.014514062,1243.866949,-6.342846523
4.215,1993.515,-6.188,3.074538359,1281.349352,-6.335104197
4.24,483.518,-4.782,3.132811441,1241.457784,-6.257448987
3.538,2381.303,-6.217,3.153070869,1298.450045,-6.255426538
2.569,2490.605,-7.045,3.123867325,1358.057793,-6.294905211
3.001,2197.439,-6.472,3.117723959,1400.026853,-6.30375995
2.937,506.566,-4.681,3.108687761,1355.35381,-6.222621953
4.78,1874.51,-9.906,3.192253373,1381.31162,-6.406790855
1.673,572.538,-3.879,3.116290704,1340.872939,-6.280401312
2.19,613.079,-8.2,3.069976169,1304.483242,-6.376381247
4.36,2180.137,-11.577,3.134477361,1348.26593,-6.636412184
3.761,2281.836,-11.118,3.165803493,1394.944433,-6.860491575
3.353,2124.83,-5.878,3.175163318,1431.438712,-6.811366996
1.942,1934.464,-5.983,3.113505152,1456.589976,-6.769948647
4.123,2016.851,-5.887,3.163979895,1484.603027,-6.725801214
1.772,600.518,-5.361,3.0943809,1440.398776,-6.657561153
2.849,432.235,-6.244,3.082111855,1389.990587,-6.636883096
2.799,1957.105,-6.031,3.067956262,1418.346308,-6.606588941
3.045,2232.04,-6.911,3.066808449,1459.030992,-6.621809494
3.238,445.573,-4.481,3.075368027,1408.358093,-6.514769019
3.192,457.956,-9.629,3.081199625,1360.837988,-6.670480568
1.769,1929.534,-5.403,3.015589644,1389.272789,-6.60710654
3.482,457.082,-6.429,3.038910162,1342.663249,-6.598201213
2.742,514.643,-5.745,3.024064654,1301.262237,-6.555541152
3.14,2270.959,-5.905,3.029861421,1349.747075,-6.523014095
4.521,1974.123,-11.135,3.10441835,1380.965871,-6.75361339
3.517,2087.782,-6.812,3.125047432,1416.306678,-6.75653272
4.337,2062.398,-10.562,3.185645061,1448.611244,-6.946806084
1.765,627.812,-4.134,3.114612808,1407.571282,-6.80616578
3.55,2214.516,-6.121,3.136382167,1447.918518,-6.771907491
3.497,525.317,-7.223,3.154413059,1401.788442,-6.794462117
2.421,572.941,-5.082,3.117742406,1360.34607,-6.708839011
2.953,2071.132,-6.478,3.109505286,1395.885366,-6.69729706
3.3,2255.281,-6.448,3.119030021,1438.855148,-6.684832207
4.825,575.479,-7.654,3.20432852,1395.68634,-6.733290597
3.491,415.861,-7.741,3.218662094,1346.695073,-6.783676067
4.044,489.726,-5.835,3.25992899,1303.84662,-6.736242264
3.779,836.169,-7.816,3.28588254,1280.462739,-6.79023015
3.266,2093.668,-4.947,3.284888413,1321.123002,-6.698068643
4.27,2056.573,-10.224,3.334143993,1357.895502,-6.874365211
3.678,443.461,-5.792,3.351336793,1312.173777,-6.82024695
3.3,2190.512,-5.771,3.348769953,1356.090688,-6.767784603
4.658,2114.136,-9.81,3.414231456,1393.992953,-6.919895373
3.341,2229.802,-6.762,3.410569883,1435.783406,-6.912000604
3.094,2145.994,-8.055,3.394741389,1471.293935,-6.969150574
2.368,593.344,-5.852,3.343404319,1427.396439,-6.913293045
2.657,526.041,-5.515,3.309084103,1382.328667,-6.843378393
3.902,2215.591,-11.566,3.338729898,1423.991783,-7.079509473
2.868,2217.696,-7.05,3.315193403,1463.676994,-7.078034
2.37,461.785,-4.549,3.267933733,1413.582395,-6.9515823
3.694,464.594,-6.397,3.289237046,1366.132975,-6.923853185
5.017,1868.507,-10.693,3.375625194,1391.251676,-7.112310525
3.577,602.833,-7.376,3.385693934,1351.830742,-7.125494999
2.404,516.885,-4.595,3.336609238,1310.083455,-6.998970249
2.737,607.853,-6.022,3.306628776,1274.971932,-6.950121737
3.794,2094.783,-6.244,3.330997337,1315.962486,-6.91481565
4.24,1951.714,-7.162,3.37644747,1347.750061,-6.927174867
2.928,2201.802,-6.172,3.354025097,1390.452658,-6.889416124
3.314,2053.01,-6.472,3.352023842,1423.580525,-6.868545318
3.256,420.03,-5.693,3.34722265,1373.402999,-6.809768052
3.913,1783.575,-8.462,3.375511517,1393.911599,-6.892379649
2.698,557.752,-4.764,3.341635941,1352.103619,-6.785960667
3.727,553.875,-5.184,3.360904144,1312.192188,-6.705862633
3.032,559.082,-6.308,3.344458937,1274.536679,-6.685969502
3.738,440.463,-6.272,3.36413599,1232.832995,-6.665271027
5.007,534.495,-10.811,3.446279191,1197.916095,-6.872557475
1.507,637.884,-4.699,3.349315231,1169.91449,-6.763879602
2.809,573.298,-6.688,3.32229947,1140.083666,-6.760085622
3.982,524.514,-7.223,3.355284496,1109.305183,-6.78323134
1.266,1982.619,-4.493,3.250820271,1152.970873,-6.668719773
3.271,2146.105,-6.35,3.251829258,1202.62758,-6.652783785
3.765,505.243,-5.46,3.277487795,1167.758351,-6.593144596
3.13,2243.033,-6.227,3.270113405,1221.522083,-6.574837366
4.624,571.061,-6.89,3.337807735,1188.999029,-6.590595497
3.715,407.691,-5.026,3.356667348,1149.933628,-6.512365723
2.825,2245.268,-6.372,3.330083981,1204.700346,-6.505347436
3.483,543.807,-6.316,3.337729782,1171.655679,-6.495880065
3.219,2184.59,-8.685,3.331793293,1222.302395,-6.605336061
3.998,419.074,-6.213,3.365103628,1182.140975,-6.585719258
3.327,519.372,-5.002,3.363198447,1149.002527,-6.506533295
4.69,668.838,-8.787,3.429538524,1124.9943,-6.620556631
1.284,1999.416,-4.87,3.322261598,1168.715385,-6.533028799
3.352,487.546,-7.39,3.323748518,1134.656916,-6.575877359
4.613,530.378,-4.554,3.388211092,1104.44297,-6.474783491
2.998,2251.25,-6.618,3.368700538,1161.783322,-6.481944317
2.261,380.708,-4.198,3.313315511,1122.729556,-6.367747101
3.339,469.373,-5.111,3.314599735,1090.061728,-6.304909746
3.269,1971.645,-5.932,3.312319748,1134.140891,-6.286264258
2.866,440.344,-4.86,3.290003761,1099.451047,-6.214951046
2.999,2089.653,-6.886,3.275453573,1148.961144,-6.248503493
1.83,925.672,-5.447,3.203180894,1137.796687,-6.208428319
4.172,646.258,-7.996,3.25162185,1113.219753,-6.297806903
3.72,2018.136,-6.943,3.275040757,1158.465565,-6.330066558
3.479,478.059,-6.408,3.285238719,1124.445237,-6.33396323
4.027,448.893,-8.024,3.322326783,1090.667625,-6.418465068
2.824,1992.99,-5.621,3.297410444,1135.783744,-6.378591815
2.855,2317.63,-9.638,3.275289922,1194.876057,-6.541562224
4.272,1965.838,-6.085,3.325125426,1233.424154,-6.518734113
4.003,2189.752,-11.768,3.359019155,1281.240546,-6.781197407
2.887,677.388,-5.665,3.335418197,1251.047919,-6.725387537
3.188,512.405,-5.663,3.328047287,1214.115773,-6.67226816
2.248,588.79,-5.273,3.274044923,1182.849484,-6.602304752
2.782,416.207,-4.993,3.249442676,1144.51736,-6.521839514
3.663,2070.647,-9.443,3.270120543,1190.823842,-6.667897539
4.256,2125.825,-6.545,3.319414516,1237.5739,-6.661752662
3.859,1947.321,-12.449,3.34639379,1273.061255,-6.951115029
5.736,462.59,-9.342,3.4658741,1232.537692,-7.070659277
3.754,461.853,-5.858,3.480280395,1194.003458,-7.010026313
2.843,482.46,-5.599,3.448416375,1158.426285,-6.939474998
3.626,474.569,-7.267,3.457295557,1124.23342,-6.955851248
3.168,2135.373,-7.409,3.442830779,1174.790399,-6.978508685
3.874,420.836,-6.341,3.46438924,1137.092679,-6.946633251
3.152,538.495,-8.015,3.448769778,1107.162795,-7.000051589
3.164,407.318,-6.16,3.434531289,1072.170556,-6.958049009
1.956,520.754,-3.922,3.360604725,1044.599728,-6.806246559
2.918,2134.969,-6.21,3.338474488,1099.118192,-6.776434231
5.806,2172.46,-10.457,3.461850764,1152.785282,-6.960462519
3.372,454.888,-4.975,3.457358226,1117.890418,-6.861189393
3.453,2517.828,-9.32,3.457140314,1187.887297,-6.984129924
4.176,471.678,-4.667,3.493083299,1152.076832,-6.868273427
5.491,402.025,-5.586,3.592979134,1114.574241,-6.804159756
3.404,2439.79,-9.929,3.583530177,1180.835028,-6.960401768
3.085,523.209,-6.617,3.558603668,1147.953727,-6.94323168
2.578,2172.396,-9.104,3.509573485,1199.175841,-7.051270096
3.218,2416.713,-10.108,3.494994811,1260.052699,-7.204106591
3.619,2318.259,-8.926,3.50119507,1312.963014,-7.290201262
3.153,546.925,-4.529,3.483785317,1274.661113,-7.152141198
2.833,1984.863,-5.689,3.451246051,1310.171207,-7.078984139
4.484,2089.877,-12.491,3.502883748,1349.156497,-7.349584932
4.42,2171.476,-10.385,3.548739561,1390.272472,-7.501355685
2.845,1968.352,-6.13,3.513552583,1419.176449,-7.432787901
2.419,2052.231,-6.036,3.458824954,1450.829176,-7.362948506
4.162,396.133,-4.776,3.493983706,1398.094367,-7.23360108
3.899,2085.371,-7.002,3.514234521,1432.458199,-7.222021026
3.628,525.655,-5.864,3.519922795,1387.118039,-7.154119975
2.956,425.906,-5.315,3.491726655,1339.057437,-7.062163976
4.114,2074.287,-6.847,3.522840322,1375.818915,-7.051405778
4.553,2041.087,-11.994,3.574348306,1409.082319,-7.298535489
2.942,428.511,-5.131,3.542730891,1360.053753,-7.190158714
4.531,458.757,-6.908,3.592144346,1314.988916,-7.176050778
3.701,480.36,-6.665,3.597587129,1273.25747,-7.15049824
2.885,2190.695,-5.74,3.561957772,1319.129347,-7.079973328
4.542,1994.611,-10.714,3.610959884,1352.903429,-7.261674661
4.687,440.783,-7.735,3.66476189,1307.297408,-7.285340928
3.083,376.253,-4.387,3.635673795,1260.745187,-7.140423882
3.352,2258.878,-11.553,3.621490105,1310.651828,-7.361052688
4.056,2259.451,-8.519,3.6432156,1358.091787,-7.418950053
5.416,542.96,-7.101,3.73185482,1317.335197,-7.403052551
3.063,2021.798,-5.91,3.698412079,1352.558337,-7.328399923
3.901,2064.831,-6.015,3.708541475,1388.171971,-7.262729927
2.046,2106.699,-5.203,3.625414401,1424.098322,-7.159743431
2.649,2269.08,-5.731,3.576593681,1466.347406,-7.088306259
2.401,2255.926,-5.295,3.517813997,1505.826336,-6.998640946
3.483,2310.206,-11.061,3.516073297,1546.045319,-7.201758899
3.865,438.282,-5.021,3.533519633,1490.657153,-7.092720954
3.437,436.758,-5.379,3.528693651,1437.962195,-7.007034906
3.969,470.551,-6.24,3.550708968,1389.591635,-6.968683161
3.668,2253.066,-11.577,3.55657352,1432.765354,-7.199099003
4.286,496.942,-8.464,3.593044844,1385.974186,-7.262344053
1.877,423.174,-4.868,3.507242602,1337.834177,-7.14262685
2.452,1839.828,-6.444,3.454480472,1362.933868,-7.107695508
2.179,1905.566,-5.159,3.390706448,1390.065474,-7.010260732
3.951,2021.377,-11.774,3.418721126,1421.631051,-7.248447696
2.878,466.484,-5.217,3.391685069,1373.873698,-7.146875311
2.166,2127.426,-5.955,3.330400816,1411.551313,-7.087281545
3.852,391.561,-5.076,3.356480775,1360.551798,-6.986717468
2.361,402.667,-4.748,3.306706736,1312.657558,-6.874781595
3.841,2142.472,-6.796,3.3334214,1354.14828,-6.870842515
1.896,507.822,-9.193,3.26155033,1311.831966,-6.986950389
3.827,2168.728,-9.94,3.289822813,1354.676768,-7.13460287
2.919,2194.025,-6.027,3.271281672,1396.644179,-7.079222726
2.111,690.194,-4.203,3.213267589,1361.32167,-6.93541159
3.767,470.541,-5.265,3.240954209,1316.782637,-6.85189101
4.136,391.263,-5.673,3.285706499,1270.506655,-6.79294646
2.377,2187.5,-6.306,3.240271174,1316.356322,-6.768599137
2.829,2068.606,-6.454,3.219707615,1353.968806,-6.75286918
3.503,2225.948,-8.828,3.233872234,1397.567766,-6.856625721
3.69,482.071,-4.871,3.256678623,1351.792927,-6.757344435
4.23,2099.409,-6.128,3.305344692,1389.173731,-6.725877213
2.83,2201.707,-5.919,3.281577457,1429.800395,-6.685533353
1.662,488.24,-8.342,3.200598584,1382.722375,-6.768356685
4.048,926.744,-6.671,3.242968655,1359.923456,-6.763488851
3.311,496.831,-6.68,3.246370222,1316.768833,-6.759314408
3.571,501.024,-4.265,3.262601711,1275.981592,-6.634598688
3.424,2197.46,-5.712,3.270671626,1322.055512,-6.588468753
4.355,1865.448,-7.108,3.324888044,1349.225136,-6.614445316
2.615,2210.846,-10.974,3.289393642,1392.30618,-6.83242305
0.832,476.837,-4.388,3.16652396,1346.532721,-6.710201897
4.977,527.124,-7.806,3.257047762,1305.562285,-6.764991803
4.141,480.092,-6.565,3.301245374,1264.28877,-6.754992212
3.102,505.532,-5.997,3.291283105,1226.350932,-6.717092602
2.758,705.649,-4.975,3.26461895,1200.315835,-6.629987972
2.522,2156.626,-6.02,3.227488002,1248.131343,-6.599488573
3.489,2045.918,-6.346,3.240563602,1288.020676,-6.586814144
4.563,2462.905,-6.717,3.306685422,1346.764892,-6.593323437
3.201,1921.519,-6.372,3.301401151,1375.502598,-6.582257265
3.646,2255.023,-5.878,3.318631094,1419.478618,-6.547044402
2.439,640.448,-5.121,3.274649539,1380.527087,-6.475742182
3.46,2204.338,-9.033,3.283917062,1421.717633,-6.603605073
3.462,469.406,-7.285,3.292821209,1374.102051,-6.637674819
3.507,2250.567,-10.437,3.303530148,1417.925299,-6.827641078
3.39,427.5,-4.885,3.307853641,1368.404034,-6.730509024
4.395,575.295,-6.449,3.362210959,1328.748582,-6.716433573
4.418,2226.835,-7.278,3.415000411,1373.652903,-6.744511894
3.816,1852.493,-9.649,3.43505039,1397.594908,-6.8897363
4.576,506.312,-7.55,3.492097871,1353.030762,-6.922749485
2.981,539.525,-5.5,3.466542977,1312.355474,-6.851612011
3.163,2274.693,-5.978,3.451365828,1360.47235,-6.80793141
4.404,2152.371,-11.257,3.498997537,1400.067283,-7.03038484
3.642,448.932,-6.325,3.50614766,1352.510519,-6.995115598
3.449,2121.955,-7.025,3.503290277,1390.982743,-6.996609818
2.791,1939.847,-5.171,3.467675763,1418.425956,-6.905329327
4.117,450.957,-6.121,3.500141975,1370.052508,-6.86611286
2.644,452.191,-6.393,3.457334876,1324.159433,-6.842457217
2.666,479.831,-7.996,3.417768133,1281.943011,-6.900134357
3.231,622.065,-6.999,3.408429726,1248.94911,-6.905077639
3.157,646.321,-4.603,3.39585824,1218.817705,-6.789973757
1.518,598.125,-5.569,3.301965328,1187.78307,-6.728925069
5.036,1868.586,-12.79,3.388667061,1221.823216,-7.031978815
3.206,493.681,-5.594,3.379533708,1185.416105,-6.960079875
3.113,2056.101,-6.105,3.366207023,1228.95035,-6.917325881
2.367,2176.087,-6.054,3.316246672,1276.307183,-6.874159587
3.947,2005.932,-9.8,3.347784338,1312.788423,-7.020451608
3.669,2025.25,-11.421,3.363845121,1348.411502,-7.240479027
2.59,2008.129,-4.115,3.325152865,1381.397377,-7.084205076
3.964,1957,-8.908,3.357095222,1410.177508,-7.175394822
3.245,484.415,-5.256,3.351490461,1363.889383,-7.079425081
2.89,437.057,-5.153,3.328415938,1317.547764,-6.983103827
4.397,2216.342,-10.639,3.381845141,1362.487476,-7.165898636
4.156,483.31,-4.757,3.420552884,1318.528602,-7.045453704
3.591,2191.722,-6.055,3.42907524,1362.188272,-6.995931019
4.318,2314.765,-10.283,3.473521478,1409.817108,-7.160284468
2.479,2142.551,-6.043,3.423795404,1446.453803,-7.104420244
4.278,1975.773,-6.286,3.466505634,1472.919763,-7.063499232
2.316,2107.565,-6.369,3.408980352,1504.652024,-7.02877427
3.38,1983.063,-6.43,3.407531334,1528.572573,-6.998835557
2.499,2015.635,-6.41,3.362104768,1552.925695,-6.969393779
4.588,2289.338,-11.181,3.423399529,1589.74631,-7.17997409
3.101,2174.266,-6.569,3.407279553,1618.972294,-7.149425386
3.831,449.784,-5.38,3.428465575,1560.51288,-7.060954116
2.749,2115.617,-5.548,3.394492296,1588.268086,-6.985306411
3.019,2142.763,-6.379,3.375717682,1615.992831,-6.95499109
1.989,551.118,-4.722,3.306381797,1562.74909,-6.843341536
2.111,1861.921,-5.402,3.246612708,1577.707685,-6.771274459
1.466,583.118,-5.056,3.157582072,1527.978201,-6.685510736
1.213,426.236,-4.458,3.060352969,1472.891091,-6.574135199
4.043,2190.83,-6.626,3.10948532,1508.788036,-6.576728439
3.523,2184.271,-6.598,3.130161054,1542.562185,-6.577792017
3.15,2164.436,-5.967,3.131153001,1573.655875,-6.547252416
4.666,1887.505,-11.059,3.207895351,1589.348332,-6.772839795
3.21,461.398,-3.772,3.208000584,1532.950815,-6.622797806
2.993,535.657,-6.206,3.197250555,1483.086124,-6.601957915
3.137,523.219,-7.468,3.194238027,1435.092768,-6.64526002
2.879,2197.877,-10.565,3.178476126,1473.23198,-6.841247019
4.639,826.23,-8.37,3.251502319,1440.881881,-6.917684668
3.954,2181.658,-11.558,3.286627203,1477.920687,-7.149700434
3.674,541.952,-7.604,3.305995843,1431.122252,-7.172415413
5.218,629.487,-5.676,3.401596051,1391.04049,-7.097594642
3.219,2337.177,-6.25,3.392466248,1438.347315,-7.05521491
3.56,2039.808,-5.813,3.400842936,1468.420349,-6.993104164
2.015,2031.322,-5.636,3.331550789,1496.565432,-6.925248956
2.971,1955.004,-6.05,3.31352325,1519.48736,-6.881486508
3.167,2250.211,-10.57,3.306197087,1556.023542,-7.065912183
3.954,498.067,-7.116,3.338587233,1503.125715,-7.068416574
3.88,2062.447,-8.529,3.365657871,1531.091779,-7.141445745
3.145,2142.708,-10.757,3.354624978,1561.672591,-7.322223458
4.897,633.698,-7.985,3.431743729,1515.273861,-7.355362285
3.991,1957.635,-6.159,3.459706542,1537.391918,-7.295544171
3.096,1883.519,-6.206,3.441521215,1554.698272,-7.241066962
5.785,1991.435,-12.608,3.558695154,1576.535108,-7.509413614
3.621,2090.212,-6.922,3.561810397,1602.218953,-7.480042933
2.446,659.263,-5.388,3.506019877,1555.071155,-7.375440787
4.466,2248.83,-13.068,3.554018883,1589.759098,-7.660068747
2.963,2252.439,-5.951,3.524467939,1622.893093,-7.57461531
3.422,2093.206,-6.389,3.519344542,1646.408738,-7.515334544
3.894,413.078,-6.121,3.538077315,1584.742201,-7.445617817
2.769,469.195,-5.058,3.499623449,1528.964841,-7.326236926
3.432,1855.781,-6.44,3.496242277,1545.305649,-7.28192508
3.551,556.918,-7.39,3.498980163,1495.886267,-7.287328826
2.764,1968.784,-6.862,3.462231155,1519.531153,-7.266062385
4.155,2181.466,-6.913,3.496869597,1552.627896,-7.248409266
0.92,497.654,-4.315,3.368026117,1499.879201,-7.101738802
1.706,515.821,-3.343,3.284924811,1450.676291,-6.913801862
3.352,2114.262,-10.585,3.288278571,1483.855576,-7.097361769
2.624,2262.369,-6.134,3.255064642,1522.781247,-7.049193681
3.361,2183.467,-8.952,3.26036141,1555.815535,-7.144333997
1.282,1921.601,-4.25,3.16144334,1574.104808,-6.999617297
2.949,2107.612,-5.754,3.150821173,1600.780168,-6.937336432
3.762,2323.459,-9.641,3.181380114,1636.91411,-7.07251961
2.769,394.238,-6.468,3.160761108,1574.780304,-7.04229363
1.928,495.702,-6.243,3.099123053,1520.826389,-7.002328948
3.121,436.855,-5.404,3.1002169,1466.627819,-6.922412501
3.756,2185.241,-7.602,3.133006055,1502.558478,-6.956391876
2.577,1931.174,-5.569,3.105205752,1523.989254,-6.887022282
3.288,503.819,-5.043,3.114345465,1472.980742,-6.794821168
3.034,2153.574,-5.191,3.110328192,1507.010405,-6.71463011
2.275,845.824,-6.504,3.068561782,1473.951084,-6.704098604
2.225,2032.316,-4.655,3.026383693,1501.86933,-6.601643674
3.114,1982.882,-5.748,3.030764508,1525.919964,-6.55896149
2.306,565.289,-6.021,2.994526283,1477.888416,-6.532063416
2.198,2088.454,-6.897,2.954699969,1508.416695,-6.550310245
2.693,488.611,-5.289,2.94161497,1457.42641,-6.487244733
1.719,491.59,-6.555,2.880484222,1409.13459,-6.490632496
3.519,1746.8,-8.812,2.912410011,1426.01786,-6.606700871
3.641,2175.362,-6.403,2.94883951,1463.485067,-6.596515828
2.217,2114.394,-7.357,2.912247535,1496.030514,-6.634540036
3.023,1933.78,-6.799,2.917785158,1517.917988,-6.642763034
3.908,962.25,-5.866,2.9672959,1490.134589,-6.603924883
3.15,2153.358,-5.06,2.976431105,1523.295759,-6.526728639
3.64,2038.141,-6.439,3.00960955,1549.038021,-6.522342207
3.386,336.942,-4.118,3.028429072,1488.43322,-6.402125096
3.316,1986.802,-7.61,3.042807619,1513.351659,-6.462518842
2.478,2063.107,-5.077,3.014567238,1540.839426,-6.393242899
3.451,2179.225,-6.937,3.036388876,1572.758705,-6.420430754
3.317,2130.442,-6.194,3.050419432,1600.64287,-6.409109217
2.635,616.704,-8.278,3.02964846,1551.445926,-6.502553756
4.54,360.555,-6.307,3.105166037,1491.90138,-6.492776068
2.709,474.847,-5.473,3.085357736,1441.048661,-6.441787265
2.777,1997.149,-5.074,3.069939849,1468.853678,-6.373397901
1.812,664.027,-4.129,3.007042856,1428.612344,-6.261178006
2.815,442.965,-5.025,2.997440714,1379.329977,-6.199369106
4.046,1844.949,-10.563,3.049868678,1402.610928,-6.417550651
2.527,363.394,-4.869,3.023725244,1350.650081,-6.340123118
3.441,2119.909,-8.442,3.044588982,1389.113027,-6.445216962
3.059,2073.267,-5.61,3.045309533,1423.320726,-6.403456114
4.256,1809.751,-13.306,3.105844056,1442.64224,-6.748583308
2.754,2082.697,-11.159,3.088251853,1474.644978,-6.969104143
3.372,397.878,-4.628,3.102439261,1420.806629,-6.852048936
2.859,631.944,-6.316,3.090267298,1381.363497,-6.825246489
4.412,2253.122,-6.816,3.156353933,1424.951423,-6.824784165
2.947,387.36,-5.317,3.145886236,1373.071851,-6.749394956
3.526,638.503,-5.771,3.164891924,1336.343409,-6.700475209
3.947,2040.499,-10.378,3.203997328,1371.551188,-6.884351448
4.473,1848.1,-12.491,3.267447462,1395.378629,-7.164683876
4.219,2140.081,-6.508,3.315025089,1432.613748,-7.131849682
4.155,1921.384,-8.838,3.357023834,1457.05226,-7.217157198
3.167,2027.955,-6.195,3.347522642,1485.597397,-7.166049338
4.541,2068.774,-8.078,3.40719651,1514.756227,-7.211646871
3.466,529.033,-6.595,3.410136685,1465.470066,-7.180814528
4.037,2101.597,-6.925,3.441479851,1497.276413,-7.168023801
1.806,472.941,-4.748,3.359705858,1446.059642,-7.047022611
2.686,511.142,-4.916,3.326020565,1399.31376,-6.940471481
4.647,2076.428,-11.42,3.392069537,1433.169472,-7.164447907
4.516,2336.887,-6.625,3.44826606,1478.355348,-7.137475511
3.689,2013.037,-11.742,3.460302757,1505.089431,-7.367701736
2.294,1851.394,-5.814,3.401987619,1522.404659,-7.290016649
3.007,517.348,-5.68,3.382238238,1472.151826,-7.209515816
2.683,631.297,-5.542,3.347276326,1430.109085,-7.126140026
4.152,2573.675,-9.78,3.38751251,1487.287381,-7.258833024
3.581,2186.229,-11.5,3.397186884,1522.234462,-7.470891373
2.877,1878.286,-5.158,3.37117754,1540.037039,-7.355246804
2.755,1882.139,-6.529,3.340368663,1557.142137,-7.313934464
2.075,432.147,-4.249,3.27710023,1500.89238,-7.160687741
3.616,750.836,-5.853,3.294045219,1463.389561,-7.095303354
3.209,661.538,-7.159,3.289792958,1423.296983,-7.098488186
4.076,413.703,-5.267,3.32910331,1372.817284,-7.006913777
2.234,1978.887,-6.26,3.274348144,1403.12077,-6.969568088
4.004,2160.473,-11.82,3.310830737,1440.988381,-7.212089684
3.963,1845.328,-8.2,3.3434392,1461.205362,-7.2614852
3.706,560.502,-7.192,3.36156724,1416.170194,-7.25801094
4.008,2220.906,-7.451,3.393888878,1456.406984,-7.267660393
3.686,569.877,-4.205,3.408494434,1412.080485,-7.114527373
3.166,1962.533,-7.221,3.396369713,1439.603111,-7.119851004
2.888,2265.932,-6.897,3.370951227,1480.919555,-7.108708454
4.298,543.628,-6.98,3.417303666,1434.054977,-7.102273031
3.705,2175.415,-9.369,3.431688482,1471.122979,-7.21560938
3.884,2473.643,-9.187,3.454304058,1521.24898,-7.314178911
